ticker,company,industry,source_sector,source_industry,classification_source,source_url
CLSD,Clearside Biomedical Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
AQST,Aquestive Therapeutics Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
IZEA,IZEA Worldwide Inc. Common Stock,Media,Consumer Discretionary,Advertising,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
STXS,Stereotaxis Inc. Common Stock,Healthcare Devices and Supplies,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
TSHA,Taysha Gene Therapies Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
LITE,Lumentum Holdings Inc. Common Stock,Communications and Networking,Telecommunications,Telecommunications Equipment,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
NPCE,Neuropace Inc. Common Stock,Healthcare Devices and Supplies,Health Care,Medical/Dental Instruments,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
LENZ,LENZ Therapeutics Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
CDXS,Codexis Inc. Common Stock,Chemicals and Gases,Industrials,Major Chemicals,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
NCMI,National CineMedia Inc. Common Stock,Media,Consumer Discretionary,Advertising,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
BEEP,Mobile Infrastructure Corporation Common Stock,Other Financial Services,Finance,Blank Checks,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SMCI,Super Micro Computer Inc. Common Stock,Computer Hardware,Technology,Computer Manufacturing,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
OWLT,Owlet Inc. Class A Common Stock,Healthcare Devices and Supplies,Healthcare,Consumer/medical monitoring devices,Current business fit override,https://stockanalysis.com/stocks/owlt/
INTZ,Intrusion Inc. Common Stock,Communications and Networking,Telecommunications,Computer Communications Equipment,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ABSI,Absci Corporation Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Commercial Physical & Biological Resarch,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
PRSO,Peraso Inc. Common Stock,Semiconductors,Technology,Semiconductors,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
BGS,B&G Foods Inc. Common Stock,Consumer Non-Durables,Consumer Staples,Packaged Foods,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
EVLV,Evolv Technologies Holdings Inc. Class A Common Stock,Computer Hardware,Technology,Computer peripheral equipment,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
PXLW,Pixelworks Inc.  Common Stock,Semiconductors,Technology,Semiconductors,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
INUV,Inuvo Inc.,Media,Consumer Discretionary,Advertising,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
MLYS,Mineralys Therapeutics Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
QUIK,QuickLogic Corporation Common Stock,Semiconductors,Technology,Semiconductors,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
GRWG,GrowGeneration Corp. Common Stock,Retail,Consumer Discretionary,RETAIL: Building Materials,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
HYLN,Hyliion Holdings Corp. Class A Common Stock,Commercial Products,Consumer Discretionary,Construction/Ag Equipment/Trucks,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
HRB,H&R Block Inc. Common Stock,Services (Non-Financial),Consumer Discretionary,Other Consumer Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
NN,NextNav Inc. Common Stock,Commercial Products,Industrials,Industrial Machinery/Components,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ATEX,Anterix Inc. Common Stock,Communications and Networking,Telecommunications,Telecommunications Equipment,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
RDNW,RideNow Group,Retail,Consumer Discretionary,Auto & Truck Dealerships,Current StockAnalysis company profile (2026),https://stockanalysis.com/stocks/rdnw/
SNAL,Snail Inc. Class A Common Stock,Software,Technology,Computer Software: Prepackaged Software,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
WRAP,Wrap Technologies Inc. Common Stock,Commercial Products,Industrials,Ordnance And Accessories,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
TACT,TransAct Technologies Incorporated Common Stock,Computer Hardware,Technology,Computer peripheral equipment,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SEER,Seer Inc. Class A Common Stock,Healthcare Devices and Supplies,Industrials,Biotechnology: Laboratory Analytical Instruments,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
NRGV,Energy Vault Holdings Inc. Common Stock,Commercial Products,Miscellaneous,Industrial Machinery/Components,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ROLR,High Roller Technologies Inc. Common Stock,"Restaurants, Hotels and Leisure",Consumer Discretionary,Services-Misc. Amusement & Recreation,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
CAVA,CAVA Group Inc. Common Stock,"Restaurants, Hotels and Leisure",Consumer Discretionary,Restaurants,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SES,SES AI Corporation Class A Common Stock,Commercial Products,Miscellaneous,Industrial Machinery/Components,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
EML,Eastern Company (The) Common Stock,Commercial Products,Industrials,Industrial engineered products,Current business fit override,https://stockanalysis.com/stocks/eml/
ATRO,Astronics Corporation Common Stock,Commercial Services,Industrials,Military/Government/Technical,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
IPM,Intelligent Protection Management Corp. Common Stock,Commercial Services,Consumer Discretionary,Business Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
USLM,United States Lime & Minerals Inc. Common Stock,"Metals, Minerals and Mining",Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
MRBK,Meridian Corporation Common Stock,Commercial Banks,Finance,Major Banks,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
DYN,Dyne Therapeutics Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SMHI,SEACOR Marine Holdings Inc. Common Stock,Commercial Transportation,Consumer Discretionary,Marine Transportation,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
TFSL,TFS Financial Corporation Common Stock,Commercial Banks,Finance,Savings Institutions,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
TSBK,Timberland Bancorp Inc. Common Stock,Commercial Banks,Finance,Banks,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SLNG,Stabilis Solutions Inc. Common Stock,Energy Services,Utilities,Oil/Gas Transmission,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
EYE,National Vision Holdings Inc. Common Stock,Healthcare Devices and Supplies,Health Care,Ophthalmic Goods,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
EAT,Brinker International Inc. Common Stock,"Restaurants, Hotels and Leisure",Consumer Discretionary,Restaurants,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
PLX,Protalix BioTherapeutics Inc. (DE) Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
KTB,Kontoor Brands Inc. Common Stock,Apparel and Accessories,Consumer Discretionary,Apparel,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
TRMB,Trimble Inc. Common Stock,Commercial Products,Industrials,Industrial Machinery/Components,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
PFGC,Performance Food Group Company Common Stock,Other Business Products and Services,Consumer Discretionary,Food Distributors,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ABOS,Acumen Pharmaceuticals Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
LOCL,Local Bounti Corporation Common Stock,Agriculture,Consumer Staples,Farming/Seeds/Milling,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ALT,Altimmune Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
LVO,LiveOne Inc. Common Stock,"Restaurants, Hotels and Leisure",Consumer Discretionary,Restaurants,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
PODC,PodcastOne Inc. Common Stock,IT Services,Technology,Computer Software: Programming Data Processing,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
XTIA,XTI Aerospace Inc. Common Stock,IT Services,Technology,EDP Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
LQDA,Liquidia Corporation Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
USGO,U.S. GoldMining Inc. Common stock,"Metals, Minerals and Mining",Basic Materials,Precious Metals,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
NKSH,National Bankshares Inc. Common Stock,Commercial Banks,Finance,Major Banks,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SCOR,comScore Inc. Common Stock,Commercial Services,Consumer Discretionary,Business Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
DFDV,DeFi Development Corp.,Capital Markets/Institutions,Financials,Asset Management,Current StockAnalysis company profile (2026),https://stockanalysis.com/stocks/dfdv/
HYPD,"Hyperion DeFi, Inc.",Capital Markets/Institutions,Financials,Digital asset treasury / DeFi,Current StockAnalysis company profile (2026),https://stockanalysis.com/stocks/hypd/
TENX,Tenax Therapeutics Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
CVV,CVD Equipment Corporation Common Stock,Commercial Products,Technology,Industrial Machinery/Components,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
KSCP,Knightscope Inc. Class A Common Stock,Communications and Networking,Telecommunications,Telecommunications Equipment,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
MPTI,M-tron Industries Inc. Common Stock,Commercial Products,Technology,Industrial Machinery/Components,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
CRWS,Crown Crafts Inc Common Stock,Textiles,Consumer Discretionary,Textiles,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
AVIR,Atea Pharmaceuticals Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
KURA,Kura Oncology Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
NSYS,Nortech Systems Incorporated Common Stock,Commercial Products,Technology,Industrial Machinery/Components,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
GO,Grocery Outlet Holding Corp. Common Stock,"Restaurants, Hotels and Leisure",Consumer Staples,Food Chains,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
OPRX,OptimizeRx Corporation Common Stock,Commercial Services,Consumer Discretionary,Business Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
JACK,Jack In The Box Inc. Common Stock,"Restaurants, Hotels and Leisure",Consumer Discretionary,Restaurants,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
DAIO,Data I/O Corporation Common Stock,Commercial Products,Industrials,Electrical Products,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
DERM,Journey Medical Corporation Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
STAA,STAAR Surgical Company Common Stock,Healthcare Devices and Supplies,Health Care,Ophthalmic Goods,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
USIO,Usio Inc. Common Stock,Capital Markets/Institutions,Finance,Investment Bankers/Brokers/Service,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ALLO,Allogene Therapeutics Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
TLPH,Talphera Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ICU,SeaStar Medical Holding Corporation Common Stock,Healthcare Devices and Supplies,Health Care,Medical/Dental Instruments,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
DYAI,Dyadic International Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
KE,Kimball Electronics Inc. Common Stock,Commercial Products,Technology,Electrical Products,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SPRO,Spero Therapeutics Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
LGVN,Longeveron Inc. Class A Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
CSCO,Cisco Systems Inc. Common Stock (DE),Communications and Networking,Telecommunications,Computer Communications Equipment,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
CURI,CuriosityStream Inc. Class A Common Stock,Media,Consumer Discretionary,Movies/Entertainment,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ENVX,Enovix Corporation Common Stock,Commercial Products,Miscellaneous,Industrial Machinery/Components,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
MXCT,MaxCyte Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Commercial Physical & Biological Resarch,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
INO,Inovio Pharmaceuticals Inc. Common Stock,Healthcare Devices and Supplies,Health Care,Medical/Dental Instruments,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
HLIT,Harmonic Inc. Common Stock,Communications and Networking,Technology,Radio And Television Broadcasting And Communications Equipment,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
LVLU,Lulu's Fashion Lounge Holdings Inc. Common Stock,Retail,Consumer Discretionary,Catalog/Specialty Distribution,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
STEM,Stem Inc. Class A Common Stock,Commercial Products,Miscellaneous,Industrial Machinery/Components,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
COHR,Coherent Corp. Common Stock,Other Information Technology,Technology,Electronic Components,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
REZI,Resideo Technologies Inc. Common Stock,Other Business Products and Services,Industrials,Wholesale Distributors,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
RRGB,Red Robin Gourmet Burgers Inc. Common Stock,"Restaurants, Hotels and Leisure",Consumer Discretionary,Restaurants,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SPIR,Spire Global Inc. Class A Common Stock,Communications and Networking,Technology,Satellite data/communications,Current business fit override,https://stockanalysis.com/stocks/spir/
CYN,Cyngn Inc. Common Stock,IT Services,Technology,EDP Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SKYH,Sky Harbour Group Corporation Class A Common Stock,Other Financial Services,Finance,Real Estate,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SPRU,Spruce Power Holding Corporation Class A Common Stock,Consumer Durables,Consumer Discretionary,Auto Parts:O.E.M.,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SERA,Sera Prognostics Inc. Class A Common Stock,Healthcare Devices and Supplies,Health Care,Medical Specialities,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SPCE,Virgin Galactic Holdings Inc. Common Stock,Transportation,Consumer Discretionary,Transportation Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
BCDA,BioCardia Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
INVE,Identiv Inc. Common Stock,Computer Hardware,Technology,Computer peripheral equipment,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
RNXT,RenovoRx Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
FOSL,Fossil Group Inc. Common Stock,Other Consumer Products and Services,Consumer Discretionary,Consumer Specialties,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
INLX,Intellinetics Inc. Common Stock,Software,Technology,Computer Software: Prepackaged Software,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
LESL,Leslie's Inc. Common Stock,Retail,Consumer Discretionary,Other Specialty Stores,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
WATT,Energous Corporation Common Stock,Communications and Networking,Technology,Radio And Television Broadcasting And Communications Equipment,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ENS,EnerSys Common Stock,Commercial Products,Industrials,Industrial energy storage/batteries,Current business fit override,https://stockanalysis.com/stocks/ens/
NNE,Nano Nuclear Energy Inc. Common Stock,Utilities,Utilities,Electric Utilities: Central,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
MCHX,Marchex Inc. Class B Common Stock,Commercial Services,Consumer Discretionary,Business Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SNFCA,Security National Financial Corporation Class A Common Stock,Other Financial Services,Finance,Finance: Consumer Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SLND,Southland Holdings Inc. Common Stock,Commercial Services,Industrials,Military/Government/Technical,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
